cause_of_death,date,quarter,Date-month,Year,dead,location,latitude,longitude,"latitude, longitude"
unknown,2002-01-07T00:00:00Z,1Q2002,2002 -- 1,2002,0,bari,41.117143,16.871871,"41.117143, 16.871871"
unknown,2002-01-06T00:00:00Z,1Q2002,2002 -- 1,2002,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
unknown,2002-01-06T00:00:00Z,1Q2002,2002 -- 1,2002,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
asphyxiated,2003-09-30T00:00:00Z,3Q2003,2003 -- 9,2003,0,coruna,43.362344,-8.41154,"43.362344, -8.41154"
asphyxiated,2003-08-25T00:00:00Z,3Q2003,2003 -- 8,2003,0,brindisi,40.632728,17.941762,"40.632728, 17.941762"
asphyxiated,2003-07-14T00:00:00Z,3Q2003,2003 -- 7,2003,0,vienna,48.208174,16.373819,"48.208174, 16.373819"
asphyxiated,2003-12-11T00:00:00Z,4Q2003,2003 -- 12,2003,0,cameroon,7.369722,12.354722,"7.369722, 12.354722"
asphyxiated,2003-01-17T00:00:00Z,1Q2003,2003 -- 1,2003,0,paris,48.856614,2.352222,"48.856614, 2.352222"
asphyxiated,2003-01-12T00:00:00Z,1Q2003,2003 -- 1,2003,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
asphyxiated,2003-01-09T00:00:00Z,1Q2003,2003 -- 1,2003,0,algesiras,36.105114,-5.488268,"36.105114, -5.488268"
asphyxiated,2003-01-09T00:00:00Z,1Q2003,2003 -- 1,2003,0,"La Coruna, Spain",43.362344,-8.41154,"43.362344, -8.41154"
asphyxiated,2003-01-05T00:00:00Z,1Q2003,2003 -- 1,2003,0,slovenia,46.151241,14.995463,"46.151241, 14.995463"
asphyxiated,2003-01-04T00:00:00Z,1Q2003,2003 -- 1,2003,0,melilla,35.292278,-2.938097,"35.292278, -2.938097"
asphyxiated,2003-01-01T00:00:00Z,1Q2003,2003 -- 1,2003,0,"Almeria, Spain",36.834047,-2.463714,"36.834047, -2.463714"
drowned,2003-09-30T00:00:00Z,3Q2003,2003 -- 9,2003,0,havre,49.49437,0.107929,"49.49437, 0.107929"
drowned,2003-09-17T00:00:00Z,3Q2003,2003 -- 9,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2003-09-08T00:00:00Z,3Q2003,2003 -- 9,2003,0,evros,41.244376,26.135943,"41.244376, 26.135943"
drowned,2003-09-07T00:00:00Z,3Q2003,2003 -- 9,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-08-31T00:00:00Z,3Q2003,2003 -- 8,2003,0,leuca,39.801,18.356944,"39.801, 18.356944"
drowned,2003-08-29T00:00:00Z,3Q2003,2003 -- 8,2003,0,lanzarote,29.046854,-13.589973,"29.046854, -13.589973"
drowned,2003-08-16T00:00:00Z,3Q2003,2003 -- 8,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2003-08-13T00:00:00Z,3Q2003,2003 -- 8,2003,0,lesbos,39.16408,26.372171,"39.16408, 26.372171"
drowned,2003-08-12T00:00:00Z,3Q2003,2003 -- 8,2003,0,edremit,38.42,43.25,"38.42, 43.25"
drowned,2003-07-30T00:00:00Z,3Q2003,2003 -- 7,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-07-27T00:00:00Z,3Q2003,2003 -- 7,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-07-24T00:00:00Z,3Q2003,2003 -- 7,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-07-18T00:00:00Z,3Q2003,2003 -- 7,2003,0,libya,26.3351,17.228331,"26.3351, 17.228331"
drowned,2003-07-17T00:00:00Z,3Q2003,2003 -- 7,2003,0,aiun,27.153611,-13.203333,"27.153611, -13.203333"
drowned,2003-07-14T00:00:00Z,3Q2003,2003 -- 7,2003,0,england,52.355518,-1.17432,"52.355518, -1.17432"
drowned,2003-07-13T00:00:00Z,3Q2003,2003 -- 7,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2003-07-13T00:00:00Z,3Q2003,2003 -- 7,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2003-07-10T00:00:00Z,3Q2003,2003 -- 7,2003,0,"Motril, spain",36.748374,-3.516861,"36.748374, -3.516861"
drowned,2003-07-08T00:00:00Z,3Q2003,2003 -- 7,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-07-01T00:00:00Z,3Q2003,2003 -- 7,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-06-28T00:00:00Z,2Q2003,2003 -- 6,2003,0,capo,38.158524,14.742693,"38.158524, 14.742693"
drowned,2003-06-24T00:00:00Z,2Q2003,2003 -- 6,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2003-06-22T00:00:00Z,2Q2003,2003 -- 6,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2003-06-19T00:00:00Z,2Q2003,2003 -- 6,2003,0,sfax,34.745159,10.7613,"34.745159, 10.7613"
drowned,2003-06-19T00:00:00Z,2Q2003,2003 -- 6,2003,0,sfax,34.745159,10.7613,"34.745159, 10.7613"
drowned,2003-06-17T00:00:00Z,2Q2003,2003 -- 6,2003,0,"Eastbourne, UK",50.768035,0.290472,"50.768035, 0.290472"
drowned,2003-06-15T00:00:00Z,2Q2003,2003 -- 6,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-06-15T00:00:00Z,2Q2003,2003 -- 6,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-06-15T00:00:00Z,2Q2003,2003 -- 6,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-06-13T00:00:00Z,2Q2003,2003 -- 6,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2003-06-04T00:00:00Z,2Q2003,2003 -- 6,2003,0,kacem,35.693271,-0.647622,"35.693271, -0.647622"
drowned,2003-06-04T00:00:00Z,2Q2003,2003 -- 6,2003,0,kacem,35.693271,-0.647622,"35.693271, -0.647622"
drowned,2003-06-02T00:00:00Z,2Q2003,2003 -- 6,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-05-30T00:00:00Z,2Q2003,2003 -- 5,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-05-14T00:00:00Z,2Q2003,2003 -- 5,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-05-05T00:00:00Z,2Q2003,2003 -- 5,2003,0,salobre,38.592861,-2.549821,"38.592861, -2.549821"
drowned,2003-05-05T00:00:00Z,2Q2003,2003 -- 5,2003,0,salobre,38.592861,-2.549821,"38.592861, -2.549821"
drowned,2003-04-24T00:00:00Z,2Q2003,2003 -- 4,2003,0,lanzarote,29.046854,-13.589973,"29.046854, -13.589973"
drowned,2003-04-09T00:00:00Z,2Q2003,2003 -- 4,2003,0,"Bahia Feliz, Spain",27.78085,-15.520694,"27.78085, -15.520694"
drowned,2003-03-09T00:00:00Z,1Q2003,2003 -- 3,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-03-09T00:00:00Z,1Q2003,2003 -- 3,2003,0,evia,38.523604,23.858474,"38.523604, 23.858474"
drowned,2003-03-01T00:00:00Z,1Q2003,2003 -- 3,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2003-02-11T00:00:00Z,1Q2003,2003 -- 2,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-02-05T00:00:00Z,1Q2003,2003 -- 2,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-02-05T00:00:00Z,1Q2003,2003 -- 2,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-02-02T00:00:00Z,1Q2003,2003 -- 2,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2003-12-26T00:00:00Z,4Q2003,2003 -- 12,2003,0,"Dalem, Switzerland",46.369718,10.126025,"46.369718, 10.126025"
drowned,2003-12-19T00:00:00Z,4Q2003,2003 -- 12,2003,0,"Rhodes, Greece",36.163149,27.971761,"36.163149, 27.971761"
drowned,2003-12-19T00:00:00Z,4Q2003,2003 -- 12,2003,0,"Marmaris, Turkey",36.850566,28.255586,"36.850566, 28.255586"
drowned,2003-12-19T00:00:00Z,4Q2003,2003 -- 12,2003,0,Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007"
drowned,2003-12-11T00:00:00Z,4Q2003,2003 -- 12,2003,0,tripoli,32.876174,13.187507,"32.876174, 13.187507"
drowned,2003-12-04T00:00:00Z,4Q2003,2003 -- 12,2003,0,granada,37.177336,-3.598557,"37.177336, -3.598557"
drowned,2003-12-03T00:00:00Z,4Q2003,2003 -- 12,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-12-02T00:00:00Z,4Q2003,2003 -- 12,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-11-30T00:00:00Z,4Q2003,2003 -- 11,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-11-30T00:00:00Z,4Q2003,2003 -- 11,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-11-22T00:00:00Z,4Q2003,2003 -- 11,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2003-11-15T00:00:00Z,4Q2003,2003 -- 11,2003,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
drowned,2003-11-12T00:00:00Z,4Q2003,2003 -- 11,2003,0,libyan,26.3351,17.228331,"26.3351, 17.228331"
drowned,2003-11-07T00:00:00Z,4Q2003,2003 -- 11,2003,0,"Motril, spain",36.748374,-3.516861,"36.748374, -3.516861"
drowned,2003-10-26T00:00:00Z,4Q2003,2003 -- 10,2003,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
drowned,2003-10-25T00:00:00Z,4Q2003,2003 -- 10,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2003-10-24T00:00:00Z,4Q2003,2003 -- 10,2003,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
drowned,2003-10-24T00:00:00Z,4Q2003,2003 -- 10,2003,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
drowned,2003-10-21T00:00:00Z,4Q2003,2003 -- 10,2003,0,"Rota, Spain",36.62629,-6.362981,"36.62629, -6.362981"
drowned,2003-10-20T00:00:00Z,4Q2003,2003 -- 10,2003,0,tunis,36.81881,10.16596,"36.81881, 10.16596"
drowned,2003-10-20T00:00:00Z,4Q2003,2003 -- 10,2003,0,tunis,36.81881,10.16596,"36.81881, 10.16596"
drowned,2003-10-20T00:00:00Z,4Q2003,2003 -- 10,2003,0,tunis,36.81881,10.16596,"36.81881, 10.16596"
drowned,2003-10-17T00:00:00Z,4Q2003,2003 -- 10,2003,0,larache,35.183333,-6.15,"35.183333, -6.15"
drowned,2003-10-16T00:00:00Z,4Q2003,2003 -- 10,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-10-05T00:00:00Z,4Q2003,2003 -- 10,2003,0,Africa to Spain,35.010802,-7.514648,"35.010802, -7.514648"
drowned,2003-10-04T00:00:00Z,4Q2003,2003 -- 10,2003,0,tirajana,27.759555,-15.57903,"27.759555, -15.57903"
drowned,2003-10-02T00:00:00Z,4Q2003,2003 -- 10,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-10-02T00:00:00Z,4Q2003,2003 -- 10,2003,0,evia,38.523604,23.858474,"38.523604, 23.858474"
drowned,2003-01-31T00:00:00Z,1Q2003,2003 -- 1,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2003-01-31T00:00:00Z,1Q2003,2003 -- 1,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2003-01-18T00:00:00Z,1Q2003,2003 -- 1,2003,0,canary,28.291564,-16.62913,"28.291564, -16.62913"
drowned,2003-01-18T00:00:00Z,1Q2003,2003 -- 1,2003,18,tangier,35.766667,-5.8,"35.766667, -5.8"
drowned,2003-01-16T00:00:00Z,1Q2003,2003 -- 1,2003,0,tanger,35.766667,-5.8,"35.766667, -5.8"
drowned,2003-01-16T00:00:00Z,1Q2003,2003 -- 1,2003,1,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2003-01-15T00:00:00Z,1Q2003,2003 -- 1,2003,6,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-01-14T00:00:00Z,1Q2003,2003 -- 1,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-01-14T00:00:00Z,1Q2003,2003 -- 1,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-01-14T00:00:00Z,1Q2003,2003 -- 1,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-01-14T00:00:00Z,1Q2003,2003 -- 1,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-01-11T00:00:00Z,1Q2003,2003 -- 1,2003,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
drowned,2003-01-10T00:00:00Z,1Q2003,2003 -- 1,2003,0,larache,35.183333,-6.15,"35.183333, -6.15"
drowned,2003-01-10T00:00:00Z,1Q2003,2003 -- 1,2003,0,larache,35.183333,-6.15,"35.183333, -6.15"
drowned,2003-01-09T00:00:00Z,1Q2003,2003 -- 1,2003,0,havre,49.49437,0.107929,"49.49437, 0.107929"
drowned,2003-01-08T00:00:00Z,1Q2003,2003 -- 1,2003,0,tunis,36.81881,10.16596,"36.81881, 10.16596"
drowned,2003-01-07T00:00:00Z,1Q2003,2003 -- 1,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-01-07T00:00:00Z,1Q2003,2003 -- 1,2003,0,barbate,36.19002,-5.92248,"36.19002, -5.92248"
drowned,2003-01-06T00:00:00Z,1Q2003,2003 -- 1,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2003-01-05T00:00:00Z,1Q2003,2003 -- 1,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2003-01-04T00:00:00Z,1Q2003,2003 -- 1,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2003-01-03T00:00:00Z,1Q2003,2003 -- 1,2003,0,lanzarote,29.046854,-13.589973,"29.046854, -13.589973"
drowned,2003-01-03T00:00:00Z,1Q2003,2003 -- 1,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2003-01-02T00:00:00Z,1Q2003,2003 -- 1,2003,0,teguise,29.060072,-13.560306,"29.060072, -13.560306"
drowned,2003-01-01T00:00:00Z,1Q2003,2003 -- 1,2003,0,melilla,35.292278,-2.938097,"35.292278, -2.938097"
hypothermia,2003-08-31T00:00:00Z,3Q2003,2003 -- 8,2003,0,Greece to Italy,39.587628,18.94043,"39.587628, 18.94043"
hypothermia,2003-02-27T00:00:00Z,1Q2003,2003 -- 2,2003,0,slovakia,48.669026,19.699024,"48.669026, 19.699024"
hypothermia,2003-10-25T00:00:00Z,4Q2003,2003 -- 10,2003,0,eisenstadt,47.84637,16.52796,"47.84637, 16.52796"
hypothermia,2003-10-10T00:00:00Z,4Q2003,2003 -- 10,2003,0,pantelleria,36.828221,11.940496,"36.828221, 11.940496"
hypothermia,2003-01-18T00:00:00Z,1Q2003,2003 -- 1,2003,0,leuca,39.801,18.356944,"39.801, 18.356944"
hypothermia,2003-01-18T00:00:00Z,1Q2003,2003 -- 1,2003,0,leuca,39.801,18.356944,"39.801, 18.356944"
hypothermia,2003-01-12T00:00:00Z,1Q2003,2003 -- 1,2003,0,kastoria,40.519269,21.268717,"40.519269, 21.268717"
shot by the police,2003-09-22T00:00:00Z,3Q2003,2003 -- 9,2003,0,albania,41.153332,20.168331,"41.153332, 20.168331"
shot by the police,2003-03-09T00:00:00Z,1Q2003,2003 -- 3,2003,0,morocco,31.791702,-7.09262,"31.791702, -7.09262"
shot by the police,2003-10-02T00:00:00Z,4Q2003,2003 -- 10,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
unknown,2003-09-17T00:00:00Z,3Q2003,2003 -- 9,2003,0,lesbos,39.16408,26.372171,"39.16408, 26.372171"
unknown,2003-08-30T00:00:00Z,3Q2003,2003 -- 8,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
unknown,2003-07-31T00:00:00Z,3Q2003,2003 -- 7,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
unknown,2003-07-31T00:00:00Z,3Q2003,2003 -- 7,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
unknown,2003-06-28T00:00:00Z,2Q2003,2003 -- 6,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
unknown,2003-06-10T00:00:00Z,2Q2003,2003 -- 6,2003,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
unknown,2003-06-05T00:00:00Z,2Q2003,2003 -- 6,2003,0,salobre,38.592861,-2.549821,"38.592861, -2.549821"
unknown,2003-05-16T00:00:00Z,2Q2003,2003 -- 5,2003,0,"Boxmeer, Netherlands",51.645269,5.956666,"51.645269, 5.956666"
unknown,2003-04-25T00:00:00Z,2Q2003,2003 -- 4,2003,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
unknown,2003-03-10T00:00:00Z,1Q2003,2003 -- 3,2003,0,heathrow,51.47238,-0.45094,"51.47238, -0.45094"
unknown,2003-02-27T00:00:00Z,1Q2003,2003 -- 2,2003,0,mayotte,-12.8275,45.166244,"-12.8275, 45.166244"
unknown,2003-02-09T00:00:00Z,1Q2003,2003 -- 2,2003,0,sicily,37.599994,14.015356,"37.599994, 14.015356"
unknown,2003-11-10T00:00:00Z,4Q2003,2003 -- 11,2003,0,pantelleria,36.828221,11.940496,"36.828221, 11.940496"
unknown,2003-10-10T00:00:00Z,4Q2003,2003 -- 10,2003,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
unknown,2003-10-10T00:00:00Z,4Q2003,2003 -- 10,2003,0,paris,48.856614,2.352222,"48.856614, 2.352222"
unknown,2003-01-18T06:00:48Z,1Q2003,2003 -- 1,2003,6,leuca,39.801,18.356944,"39.801, 18.356944"
unknown,2003-01-18T00:00:00Z,1Q2003,2003 -- 1,2003,4,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
unknown,2003-01-17T00:00:00Z,1Q2003,2003 -- 1,2003,0,"Motril, spain",36.748374,-3.516861,"36.748374, -3.516861"
unknown,2003-01-15T00:00:00Z,1Q2003,2003 -- 1,2003,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
unknown,2003-01-11T00:00:00Z,1Q2003,2003 -- 1,2003,0,amsterdam,52.370216,4.895168,"52.370216, 4.895168"
unknown,2003-01-09T00:00:00Z,1Q2003,2003 -- 1,2003,0,tunis,36.81881,10.16596,"36.81881, 10.16596"
unknown,2003-01-09T00:00:00Z,1Q2003,2003 -- 1,2003,0,tunis,36.81881,10.16596,"36.81881, 10.16596"
unknown,2003-01-06T00:00:00Z,1Q2003,2003 -- 1,2003,0,symi,36.585572,27.842865,"36.585572, 27.842865"
unknown,2003-01-06T00:00:00Z,1Q2003,2003 -- 1,2003,0,Channel,51.027979,1.543579,"51.027979, 1.543579"
unknown,2003-01-05T00:00:00Z,1Q2003,2003 -- 1,2003,0,slovakia,48.669026,19.699024,"48.669026, 19.699024"
unknown,2003-01-01T00:00:00Z,1Q2003,2003 -- 1,2003,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
unknown,2003-01-01T00:00:00Z,1Q2003,2003 -- 1,2003,0,granada,37.177336,-3.598557,"37.177336, -3.598557"
asphyxiated,2004-08-24T00:00:00Z,3Q2004,2004 -- 8,2004,0,genova,44.40565,8.946256,"44.40565, 8.946256"
asphyxiated,2004-08-23T00:00:00Z,3Q2004,2004 -- 8,2004,0,algeciras,36.132977,-5.453909,"36.132977, -5.453909"
asphyxiated,2004-08-20T00:00:00Z,3Q2004,2004 -- 8,2004,0,barrios,43.351149,-8.185424,"43.351149, -8.185424"
asphyxiated,2004-05-24T00:00:00Z,2Q2004,2004 -- 5,2004,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
asphyxiated,2004-05-16T00:00:00Z,2Q2004,2004 -- 5,2004,0,"Las Palmas, Spain",28.113155,-15.440883,"28.113155, -15.440883"
asphyxiated,2004-05-16T00:00:00Z,2Q2004,2004 -- 5,2004,0,paris,48.856614,2.352222,"48.856614, 2.352222"
asphyxiated,2004-04-26T00:00:00Z,2Q2004,2004 -- 4,2004,0,Cartagena,37.625683,-0.996584,"37.625683, -0.996584"
asphyxiated,2004-02-29T00:00:00Z,1Q2004,2004 -- 2,2004,0,pasaia,43.32547,-1.93014,"43.32547, -1.93014"
asphyxiated,2004-11-15T00:00:00Z,4Q2004,2004 -- 11,2004,0,paris,48.856614,2.352222,"48.856614, 2.352222"
asphyxiated,2004-11-01T00:00:00Z,4Q2004,2004 -- 11,2004,0,ancona,43.61583,13.518915,"43.61583, 13.518915"
asphyxiated,2004-01-07T00:00:00Z,1Q2004,2004 -- 1,2004,0,cadiz,36.527061,-6.288596,"36.527061, -6.288596"
asphyxiated,2004-01-06T00:00:00Z,1Q2004,2004 -- 1,2004,0,casablanca,33.533333,-7.583333,"33.533333, -7.583333"
drowned,2004-09-30T00:00:00Z,3Q2004,2004 -- 9,2004,0,vlora,40.471882,19.490219,"40.471882, 19.490219"
drowned,2004-09-29T00:00:00Z,3Q2004,2004 -- 9,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-09-28T00:00:00Z,3Q2004,2004 -- 9,2004,0,harlingen,53.174638,5.425152,"53.174638, 5.425152"
drowned,2004-09-20T00:00:00Z,3Q2004,2004 -- 9,2004,0,zarzis,33.503681,11.11538,"33.503681, 11.11538"
drowned,2004-09-19T00:00:00Z,3Q2004,2004 -- 9,2004,0,samos,37.743215,26.820351,"37.743215, 26.820351"
drowned,2004-09-09T00:00:00Z,3Q2004,2004 -- 9,2004,0,melilla,35.292278,-2.938097,"35.292278, -2.938097"
drowned,2004-09-08T00:00:00Z,3Q2004,2004 -- 9,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-09-08T00:00:00Z,3Q2004,2004 -- 9,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-09-06T00:00:00Z,3Q2004,2004 -- 9,2004,0,lanzarote,29.046854,-13.589973,"29.046854, -13.589973"
drowned,2004-09-03T00:00:00Z,3Q2004,2004 -- 9,2004,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2004-08-30T00:00:00Z,3Q2004,2004 -- 8,2004,0,algeciras,36.132977,-5.453909,"36.132977, -5.453909"
drowned,2004-08-28T00:00:00Z,3Q2004,2004 -- 8,2004,0,cairo,30.04442,31.235712,"30.04442, 31.235712"
drowned,2004-08-28T00:00:00Z,3Q2004,2004 -- 8,2004,0,algesiras,36.105114,-5.488268,"36.105114, -5.488268"
drowned,2004-08-22T00:00:00Z,3Q2004,2004 -- 8,2004,0,lesbos,39.16408,26.372171,"39.16408, 26.372171"
drowned,2004-08-21T00:00:00Z,3Q2004,2004 -- 8,2004,0,agean,37.075546,25.520736,"37.075546, 25.520736"
drowned,2004-08-21T00:00:00Z,3Q2004,2004 -- 8,2004,0,agean,37.075546,25.520736,"37.075546, 25.520736"
drowned,2004-08-21T00:00:00Z,3Q2004,2004 -- 8,2004,0,barrios,43.351149,-8.185424,"43.351149, -8.185424"
drowned,2004-08-20T00:00:00Z,3Q2004,2004 -- 8,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-08-20T00:00:00Z,3Q2004,2004 -- 8,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-08-20T00:00:00Z,3Q2004,2004 -- 8,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-08-20T00:00:00Z,3Q2004,2004 -- 8,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-08-20T00:00:00Z,3Q2004,2004 -- 8,2004,0,"Motril, spain",36.748374,-3.516861,"36.748374, -3.516861"
drowned,2004-08-20T00:00:00Z,3Q2004,2004 -- 8,2004,0,granada,37.177336,-3.598557,"37.177336, -3.598557"
drowned,2004-08-16T00:00:00Z,3Q2004,2004 -- 8,2004,0,sahara,23.803497,11.291889,"23.803497, 11.291889"
drowned,2004-08-15T00:00:00Z,3Q2004,2004 -- 8,2004,0,sahara,23.803497,11.291889,"23.803497, 11.291889"
drowned,2004-08-15T00:00:00Z,3Q2004,2004 -- 8,2004,0,laayoun,27.153611,-13.203333,"27.153611, -13.203333"
drowned,2004-08-12T00:00:00Z,3Q2004,2004 -- 8,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-08-12T00:00:00Z,3Q2004,2004 -- 8,2004,0,fuerteventura,28.358744,-14.053676,"28.358744, -14.053676"
drowned,2004-08-09T00:00:00Z,3Q2004,2004 -- 8,2004,0,algeciras,36.132977,-5.453909,"36.132977, -5.453909"
drowned,2004-08-07T00:00:00Z,3Q2004,2004 -- 8,2004,0,punta,28.569022,-16.324539,"28.569022, -16.324539"
drowned,2004-08-02T00:00:00Z,3Q2004,2004 -- 8,2004,0,ceuta,35.888384,-5.324636,"35.888384, -5.324636"
drowned,2004-07-30T00:00:00Z,3Q2004,2004 -- 7,2004,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2004-07-30T00:00:00Z,3Q2004,2004 -- 7,2004,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2004-07-30T00:00:00Z,3Q2004,2004 -- 7,2004,0,tarifa,36.018776,-5.600819,"36.018776, -5.600819"
drowned,2004-07-29T00:00:00Z,3Q2004,2004 -- 7,2004,0,punta,28.569022,-16.324539,"28.569022, -16.324539"
drowned,2004-07-25T00:00:00Z,3Q2004,2004 -- 7,2004,0,melilla,35.292278,-2.938097,"35.292278, -2.938097"
drowned,2004-07-05T00:00:00Z,3Q2004,2004 -- 7,2004,0,crete,35.240117,24.809269,"35.240117, 24.809269"
drowned,2004-06-28T00:00:00Z,2Q2004,2004 -- 6,2004,0,capo,38.158524,14.742693,"38.158524, 14.742693"
drowned,2004-06-28T00:00:00Z,2Q2004,2004 -- 6,2004,0,capo,38.158524,14.742693,"38.158524, 14.742693"
drowned,2004-06-23T00:00:00Z,2Q2004,2004 -- 6,2004,0,lampedusa,35.508622,12.59292,"35.508622, 12.59292"
drowned,2004-06-13T00:00:00Z,2Q2004,2004 -- 6,2004,0,"Valez malaga, spain",36.779923,-4.100559,"36.779923, -4.100559"
drowned,2004-06-06T00:00:00Z,2Q2004,2004 -- 6,2004,0,crete,35.240117,24.809269,"35.240117, 24.809269"
drowned,2004-06-05T00:00:00Z,2Q2004,2004 -- 6,2004,0,sfax,34.745159,10.7613,"34.745159, 10.7613"
drowned,2004-06-05T00:00:00Z,2Q2004,2004 -- 6,2004,0,tunis,36.81881,10.16596,"36.81881, 10.16596"
drowned,2004-05-22T00:00:00Z,2Q2004,2004 -- 5,2004,0,canary,28.291564,-16.62913,"28.291564, -16.62913"
